user_id,movie_id,genre,rating
U257,M100,Drama,3.2
U039,M069,Drama,1.7
U231,M078,Action,3.5
U058,M099,Sci-Fi,3.5
U172,M066,Comedy,3.3
U256,M106,Drama,3.5
U082,M027,Horror,4.0
U069,M111,Comedy,4.8
U283,M003,Horror,3.4
U208,M093,Drama,4.1
U053,M029,Romance,4.0
U207,M072,Drama,2.1
U268,M017,Sci-Fi,4.0
U150,M027,Action,3.2
U009,M143,Horror,3.7
U246,M121,Comedy,3.9
U258,M009,Sci-Fi,3.5
U280,M141,Sci-Fi,4.9
U225,M090,Horror,3.3
U038,M003,Comedy,3.3
U296,M093,Sci-Fi,2.9
U197,M077,Romance,3.7
U044,M142,Drama,3.2
U254,M112,Horror,4.3
U205,M037,Action,3.3
U275,M012,Horror,3.4
U259,M024,Drama,3.6
U148,M058,Horror,2.8
U123,M084,Comedy,4.1
U173,M140,Action,4.1
U243,M120,Sci-Fi,3.3
U236,M046,Romance,3.6
U207,M046,Drama,2.9
U271,M051,Comedy,4.2
U052,M099,Sci-Fi,2.3
U127,M015,Horror,2.6
U221,M096,Comedy,3.8
U173,M085,Drama,2.7
U105,M092,Action,3.8
U209,M096,Romance,2.6
U119,M086,Sci-Fi,3.1
U274,M032,Comedy,3.2
